INFO  20150826 09:24:34,784 [14] 26176ms Global          BackgroundRunning  - 1 Loop to do task [78] 
INFO  20150826 14:18:57,954 [12]  2053ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 14:18:58,536 [12]  2635ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 14:18:58,741 [12]  2840ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 14:18:58,945 [12]  3044ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 14:18:59,175 [12]  3274ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 14:21:07,457 [39]  1852ms Global          BackgroundRunning  - 1 Loop to do task [78] 
INFO  20150826 14:21:07,475 [39]  1870ms Global          CheckAliveVideo    - 2 CheckVideo [116] 
INFO  20150826 14:21:07,753 [39]  2148ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 14:21:08,310 [39]  2705ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 14:21:08,517 [39]  2912ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 14:21:08,716 [39]  3111ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 14:21:08,919 [39]  3314ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 14:27:12,452 [28]  2393ms Global          BackgroundRunning  - 1 Loop to do task [79] 
INFO  20150826 14:27:12,467 [28]  2408ms Global          CheckAliveVideo    - 2 CheckVideo [117] 
INFO  20150826 14:27:12,675 [28]  2616ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 14:27:13,228 [28]  3169ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 14:27:13,432 [28]  3373ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 14:27:13,642 [28]  3583ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 14:27:13,838 [28]  3779ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 14:31:59,461 [23]  1894ms Global          BackgroundRunning  - 1 Loop to do task [79] 
INFO  20150826 14:31:59,478 [23]  1911ms Global          CheckAliveVideo    - 2 CheckVideo [117] 
INFO  20150826 14:31:59,689 [23]  2122ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 14:32:00,214 [23]  2647ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 14:32:00,426 [23]  2859ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 14:32:00,635 [23]  3068ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 14:32:00,847 [23]  3280ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
