INFO  20150826 09:24:34,784 [14] 26176ms Global          BackgroundRunning  - 1 Loop to do task [78] 
INFO  20150826 09:24:35,889 [14] 27281ms Global          CheckAliveVideo    - 2 CheckVideo [116] 
INFO  20150826 09:24:43,938 [14] 35331ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 09:24:51,011 [14] 42403ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 09:24:51,453 [14] 42845ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 09:24:51,672 [14] 43064ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 09:24:51,877 [14] 43269ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 09:39:34,145 [20] 14299ms Global          BackgroundRunning  - 1 Loop to do task [79] 
INFO  20150826 09:39:34,464 [20] 14618ms Global          CheckAliveVideo    - 2 CheckVideo [117] 
INFO  20150826 09:39:40,253 [20] 20408ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 09:39:43,203 [20] 23357ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 09:39:45,131 [20] 25285ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 09:39:46,678 [20] 26832ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 09:39:48,692 [20] 28846ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 09:47:03,786 [27]  9889ms Global          BackgroundRunning  - 1 Loop to do task [79] 
INFO  20150826 09:47:04,084 [27] 10187ms Global          CheckAliveVideo    - 2 CheckVideo [117] 
INFO  20150826 09:47:04,393 [27] 10496ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 09:47:05,321 [27] 11424ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 09:47:05,537 [27] 11640ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 09:47:05,747 [27] 11850ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 09:47:05,952 [27] 12055ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 10:02:27,050 [45]  5938ms Global          BackgroundRunning  - 1 Loop to do task [79] 
INFO  20150826 10:02:27,382 [45]  6270ms Global          CheckAliveVideo    - 2 CheckVideo [117] 
INFO  20150826 10:02:28,013 [45]  6901ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 10:02:29,157 [45]  8045ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 10:02:29,364 [45]  8252ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 10:02:29,590 [45]  8478ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 10:02:29,851 [45]  8739ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 10:21:54,715 [45] 32602ms Global          BackgroundRunning  - 1 Loop to do task [78] 
INFO  20150826 10:21:55,753 [45] 33640ms Global          CheckAliveVideo    - 2 CheckVideo [116] 
INFO  20150826 10:22:00,507 [45] 38394ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 10:22:05,914 [45] 43801ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 10:22:06,205 [45] 44092ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 10:22:06,408 [45] 44295ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 10:22:06,737 [45] 44624ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 10:24:00,625 [14] 19363ms Global          BackgroundRunning  - 1 Loop to do task [78] 
INFO  20150826 10:24:00,739 [14] 19477ms Global          CheckAliveVideo    - 2 CheckVideo [116] 
INFO  20150826 10:24:02,422 [14] 21160ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 10:24:03,393 [14] 22131ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 10:24:03,608 [14] 22346ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 10:24:03,839 [14] 22577ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 10:24:04,159 [14] 22897ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 13:42:27,607 [13] 47674ms Global          BackgroundRunning  - 1 Loop to do task [79] 
INFO  20150826 13:42:28,582 [13] 48649ms Global          CheckAliveVideo    - 2 CheckVideo [117] 
INFO  20150826 13:42:31,222 [13] 51289ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 13:42:34,970 [13] 55038ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 13:42:35,400 [13] 55468ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 13:42:35,627 [13] 55695ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 13:42:35,887 [13] 55955ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 13:53:22,432 [26]  2106ms Global          BackgroundRunning  - 1 Loop to do task [79] 
INFO  20150826 13:53:22,454 [26]  2128ms Global          CheckAliveVideo    - 2 CheckVideo [117] 
INFO  20150826 13:53:22,682 [26]  2356ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 13:53:23,391 [26]  3065ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 13:53:23,598 [26]  3272ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 13:53:23,796 [26]  3470ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 13:53:24,017 [26]  3691ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 14:04:57,894 [14]  1944ms Global          BackgroundRunning  - 1 Loop to do task [79] 
INFO  20150826 14:04:57,913 [14]  1963ms Global          CheckAliveVideo    - 2 CheckVideo [117] 
INFO  20150826 14:04:58,131 [14]  2181ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 14:04:58,707 [14]  2757ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 14:04:58,906 [14]  2956ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 14:04:59,121 [14]  3171ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 14:04:59,330 [14]  3380ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 14:11:02,246 [19]  2709ms Global          BackgroundRunning  - 1 Loop to do task [78] 
INFO  20150826 14:11:02,266 [19]  2729ms Global          CheckAliveVideo    - 2 CheckVideo [116] 
INFO  20150826 14:11:02,520 [19]  2983ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 14:11:03,086 [19]  3549ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 14:11:03,293 [19]  3756ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 14:11:03,490 [19]  3953ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 14:11:03,685 [19]  4148ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 14:13:17,841 [8]  1996ms Global          BackgroundRunning  - 1 Loop to do task [78] 
INFO  20150826 14:13:17,857 [8]  2012ms Global          CheckAliveVideo    - 2 CheckVideo [116] 
INFO  20150826 14:13:18,055 [8]  2210ms T_VideoServices heckAliveVideoTask - 3. Check video xE_cqbciq1g [385] 
INFO  20150826 14:13:18,588 [8]  2742ms T_VideoServices heckAliveVideoTask - 3. Check video 3eIuAsdlJIo [385] 
INFO  20150826 14:13:18,793 [8]  2947ms T_VideoServices heckAliveVideoTask - 3. Check video 20k1NXzf4SQ [385] 
INFO  20150826 14:13:19,009 [8]  3163ms T_VideoServices heckAliveVideoTask - 3. Check video rfdGuLwDhvM [385] 
INFO  20150826 14:13:19,204 [8]  3358ms T_VideoServices heckAliveVideoTask - 3. Check video r3D1grpaBRM [385] 
INFO  20150826 14:18:57,691 [12]  1790ms Global          BackgroundRunning  - 1 Loop to do task [78] 
INFO  20150826 14:18:57,708 [12]  1807ms Global          CheckAliveVideo    - 2 CheckVideo [116] 
